episode_name_number,episode,imdb_rating,season,season_ep_name
S5.E18 ∙ Gray Star Mutual,18,7.8,5,S5.E18: Gray Star Mutual
S5.E19 ∙ Bachelor/ette Party,19,8.3,5,S5.E19: Bachelor/ette Party
S5.E20 ∙ Show Me Going,20,8.2,5,S5.E20: Show Me Going
S5.E21 ∙ White Whale,21,7.8,5,S5.E21: White Whale
S5.E22 ∙ Jake & Amy,22,9.1,5,S5.E22: Jake & Amy
S6.E1 ∙ Honeymoon,1,8.3,6,S6.E1: Honeymoon
S6.E2 ∙ Hitchcock & Scully,2,8.7,6,S6.E2: Hitchcock & Scully
S6.E3 ∙ The Tattler,3,7.5,6,S6.E3: The Tattler
S6.E4 ∙ Four Movements,4,7.3,6,S6.E4: Four Movements
S6.E5 ∙ A Tale of Two Bandits,5,8,6,S6.E5: A Tale of Two Bandits
S6.E6 ∙ The Crime Scene,6,8.4,6,S6.E6: The Crime Scene
S6.E7 ∙ The Honeypot,7,8.3,6,S6.E7: The Honeypot
"S6.E8 ∙ He Said, She Said",8,7.1,6,"S6.E8: He Said, She Said"
S6.E9 ∙ The Golden Child,9,8,6,S6.E9: The Golden Child
S6.E10 ∙ Gintars,10,7.3,6,S6.E10: Gintars
S6.E11 ∙ The Therapist,11,7.9,6,S6.E11: The Therapist
S6.E12 ∙ Casecation,12,7.5,6,S6.E12: Casecation
S6.E13 ∙ The Bimbo,13,7.8,6,S6.E13: The Bimbo
S6.E14 ∙ Ticking Clocks,14,8.2,6,S6.E14: Ticking Clocks
S6.E15 ∙ Return of the King,15,6.4,6,S6.E15: Return of the King
S6.E16 ∙ Cinco de Mayo,16,9,6,S6.E16: Cinco de Mayo
S6.E17 ∙ Sicko,17,8.3,6,S6.E17: Sicko
S6.E18 ∙ Suicide Squad,18,8.9,6,S6.E18: Suicide Squad
S7.E1 ∙ Manhunter,1,7.9,7,S7.E1: Manhunter
S7.E2 ∙ Captain Kim,2,8.1,7,S7.E2: Captain Kim
S7.E3 ∙ Pimemento,3,8.5,7,S7.E3: Pimemento
S7.E4 ∙ The Jimmy Jab Games II,4,7.8,7,S7.E4: The Jimmy Jab Games II
S7.E5 ∙ Debbie,5,7.2,7,S7.E5: Debbie
S7.E6 ∙ Trying,6,7.7,7,S7.E6: Trying
S7.E7 ∙ Ding Dong,7,8.6,7,S7.E7: Ding Dong
S7.E8 ∙ The Takeback,8,8.1,7,S7.E8: The Takeback
S7.E9 ∙ Dillman,9,8.6,7,S7.E9: Dillman
S7.E10 ∙ Admiral Peralta,10,7.8,7,S7.E10: Admiral Peralta
S7.E11 ∙ Valloweaster,11,8.1,7,S7.E11: Valloweaster
S7.E12 ∙ Ransom,12,8.6,7,S7.E12: Ransom
S7.E13 ∙ Lights Out,13,9.1,7,S7.E13: Lights Out
S8.E1 ∙ The Good Ones,1,5,8,S8.E1: The Good Ones
S8.E2 ∙ The Lake House,2,7.6,8,S8.E2: The Lake House
S8.E3 ∙ Blue Flu,3,7,8,S8.E3: Blue Flu
S8.E4 ∙ Balancing,4,7.5,8,S8.E4: Balancing
S8.E5 ∙ PB&J,5,7.8,8,S8.E5: PB&J
S8.E6 ∙ The Set Up,6,6.7,8,S8.E6: The Set Up
S8.E7 ∙ Game of Boyles,7,7.9,8,S8.E7: Game of Boyles
S8.E8 ∙ Renewal,8,7.9,8,S8.E8: Renewal
S8.E9 ∙ The Last Day Pt 1,9,9.2,8,S8.E9: The Last Day Pt 1
S8.E10 ∙ The Last Day Pt 2,10,9.4,8,S8.E10: The Last Day Pt 2
