episode_name_number,episode,imdb_rating,season,season_ep_name
S3.E18 ∙ Midnight Sun,18,9.7,3,S3.E18: Midnight Sun
S3.E19 ∙ The Basement,19,9.2,3,S3.E19: The Basement
S3.E20 ∙ That Day,20,9.7,3,S3.E20: That Day
S3.E21 ∙ Attack Titan,21,9.6,3,S3.E21: Attack Titan
S3.E22 ∙ The Other Side of the Wall,22,9.5,3,S3.E22: The Other Side of the Wall
S4.E1 ∙ The Other Side of the Sea,1,9.2,4,S4.E1: The Other Side of the Sea
S4.E2 ∙ Midnight Train,2,8.6,4,S4.E2: Midnight Train
S4.E3 ∙ The Door of Hope,3,9.2,4,S4.E3: The Door of Hope
S4.E4 ∙ From One Hand to Another,4,8.9,4,S4.E4: From One Hand to Another
S4.E5 ∙ Declaration of War,5,9.7,4,S4.E5: Declaration of War
S4.E6 ∙ The War Hammer Titan,6,9.7,4,S4.E6: The War Hammer Titan
S4.E7 ∙ Assault,7,9.7,4,S4.E7: Assault
S4.E8 ∙ Assassin's Bullet,8,9.4,4,S4.E8: Assassin's Bullet
S4.E9 ∙ Brave Volunteers,9,8.9,4,S4.E9: Brave Volunteers
S4.E10 ∙ A Sound Argument,10,8.5,4,S4.E10: A Sound Argument
S4.E11 ∙ Deceiver,11,8.8,4,S4.E11: Deceiver
S4.E12 ∙ Guides,12,8.9,4,S4.E12: Guides
S4.E13 ∙ Children of the Forest,13,9.5,4,S4.E13: Children of the Forest
S4.E14 ∙ Savagery,14,9.6,4,S4.E14: Savagery
S4.E15 ∙ Sole Salvation,15,9.5,4,S4.E15: Sole Salvation
S4.E16 ∙ Above and Below,16,9.4,4,S4.E16: Above and Below
S4.E17 ∙ Judgment,17,9,4,S4.E17: Judgment
S4.E18 ∙ Sneak Attack,18,9.3,4,S4.E18: Sneak Attack
S4.E19 ∙ Two Brothers,19,9.7,4,S4.E19: Two Brothers
S4.E20 ∙ Memories of the Future,20,9.7,4,S4.E20: Memories of the Future
"S4.E21 ∙ From You, 2000 Years Ago",21,9.7,4,"S4.E21: From You, 2000 Years Ago"
S4.E22 ∙ Thaw,22,9,4,S4.E22: Thaw
S4.E23 ∙ Sunset,23,8.5,4,S4.E23: Sunset
S4.E24 ∙ Pride,24,8.4,4,S4.E24: Pride
S4.E25 ∙ Night of the End,25,8.6,4,S4.E25: Night of the End
S4.E26 ∙ Traitor,26,9.1,4,S4.E26: Traitor
S4.E27 ∙ Retrospective,27,9.5,4,S4.E27: Retrospective
S4.E28 ∙ The Dawn of Humanity,28,9.6,4,S4.E28: The Dawn of Humanity
S4.E29 ∙ The Final Chapters: Special 1,29,9.4,4,S4.E29: The Final Chapters: Special 1
S4.E30 ∙ The Final Chapters: Special 2,30,8.8,4,S4.E30: The Final Chapters: Special 2
