city,state,metro,county,zhvi,zhvi_yoy_pct,zori,zori_yoy_pct,annual_rent,rent_to_price_pct,price_to_rent,gross_yield_pct,est_cap_rate_pct,tier,pop_2024,pop_growth_pct,county_pop_2024,county_pop_growth_pct,net_mig_rate_per1k,vacancy_rate_pct,rental_vacancy_pct,renter_pct,zhvi_date,zori_date
Jennings,MO,"St. Louis, MO-IL",Saint Louis County,71031.10723269708,-2.27,1224.1666666666667,5.35,14690,1.723,4.8,20.68,13.44,Strong Buy,13024,0.95,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Southampton,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,2151863.783275081,7.21,37026.817307692305,9.17,444321.8076923076,1.721,4.8,20.65,13.42,Strong Buy,4693,3.28,1535909,0.9,2.22,11.64,3.67,18.09,2026-02-28,2026-02-28
Braddock,PA,"Pittsburgh, PA",Allegheny County,56694.83209018515,-0.23,960,NA,11520,1.693,4.9,20.32,13.21,Strong Buy,1669,-3.02,1231814,-1.43,2.72,9.6,6.37,35.07,2026-02-28,2026-02-28
Sag Harbor,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,2176657.242443058,5.75,36635.777777777774,6.38,439629.33333333326,1.683,5,20.2,13.13,Strong Buy,2816,2.33,1535909,0.9,2.22,11.64,3.67,18.09,2026-02-28,2026-02-28
Amagansett,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,2948840.939373346,1.66,48666.5,NA,583998,1.65,5,19.8,12.87,Strong Buy,NA,NA,1535909,0.9,2.22,11.64,3.67,18.09,2026-02-28,2026-02-28
Pagedale,MO,"St. Louis, MO-IL",Saint Louis County,73443.27238380071,0.9,1200,NA,14400,1.634,5.1,19.61,12.74,Strong Buy,2516,-1.64,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Quogue,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,2763837.3066019323,3.24,45000,NA,540000,1.628,5.1,19.54,12.7,Strong Buy,1697,3.73,1535909,0.9,2.22,11.64,3.67,18.09,2026-02-28,2026-02-28
Century Village,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,90444.9154188655,-18.36,1431.6666666666667,-7.7,17180,1.583,5.3,18.99,12.35,Strong Buy,NA,NA,1582055,5.87,15.98,16.36,6.94,30.14,2026-02-28,2026-02-28
Flint,MI,"Flint, MI",Genesee County,62541.15728780804,-2.22,971.7626948215184,5.92,11661.15233785822,1.554,5.4,18.65,12.12,Strong Buy,79735,-1.69,402279,-0.87,3.33,9.45,3.6,29.16,2026-02-28,2026-02-28
Youngstown,OH,"Youngstown-Warren-Boardman, OH-PA",Mahoning County,67283.45701004578,5.76,1023.095238095238,11.3,12277.142857142857,1.521,5.5,18.25,11.86,Strong Buy,59123,-1.28,225786,-0.98,2.29,9.15,4.52,29.72,2026-02-28,2026-02-28
Gary,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,86170.32687526468,-6.04,1307.3743386243386,6.88,15688.492063492064,1.517,5.5,18.21,11.83,Strong Buy,67555,-2.1,502955,0.8,4.19,10.57,4.92,29.14,2026-02-28,2026-02-28
Midfield,AL,"Birmingham-Hoover, AL",Jefferson County,79817.42381195496,-3.72,1198.75,NA,14385,1.502,5.5,18.02,11.71,Strong Buy,4930,-4.92,664744,-1.48,0.68,13.13,7.2,36.28,2026-02-28,2026-02-28
Jackson,MS,"Jackson, MS",Hinds County,86017.22113592985,-3,1282.7685897435897,4.46,15393.223076923075,1.491,5.6,17.9,11.63,Strong Buy,141449,-7.55,211975,-6.53,-12.73,15.54,7.94,42.12,2026-02-28,2026-02-28
Dolton,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,150175.58372200053,-0.04,2212.777777777778,9.12,26553.333333333336,1.473,5.7,17.68,11.49,Strong Buy,20697,-2.99,5182617,-1.6,5.9,8.18,4.67,42.49,2026-02-28,2026-02-28
Markham,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,149751.45721174404,-0.14,2200,NA,26400,1.469,5.7,17.63,11.46,Strong Buy,11290,-2.83,5182617,-1.6,5.9,8.18,4.67,42.49,2026-02-28,2026-02-28
Berkeley,MO,"St. Louis, MO-IL",Saint Louis County,94937.2703986254,2.64,1315.8333333333333,4.94,15790,1.386,6,16.63,10.81,Strong Buy,8058,-1.99,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Bellefontaine Neighbors,MO,"St. Louis, MO-IL",Saint Louis County,99595.7541817465,-2.95,1372.4603174603174,14.51,16469.52380952381,1.378,6,16.54,10.75,Strong Buy,10401,-2.76,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Lauderdale Lakes,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,141598.38031137025,-13.87,1882.6333333333332,0.58,22591.6,1.33,6.3,15.95,10.37,Strong Buy,37333,3.55,2037472,4.84,14.84,13.18,6.08,36.74,2026-02-28,2026-02-28
East Pittsburgh,PA,"Pittsburgh, PA",Allegheny County,94420.6698185415,4.46,1205.5555555555557,NA,14466.666666666668,1.277,6.5,15.32,9.96,Strong Buy,1855,-3.69,1231814,-1.43,2.72,9.6,6.37,35.07,2026-02-28,2026-02-28
McKeesport,PA,"Pittsburgh, PA",Allegheny County,91525.6526513314,-4.37,1157.6666666666667,5.99,13892,1.265,6.6,15.18,9.87,Strong Buy,17119,-3.32,1231814,-1.43,2.72,9.6,6.37,35.07,2026-02-28,2026-02-28
Ventnor City,NJ,"Atlantic City-Hammonton, NJ",Atlantic County,625790.6970166013,7.54,7833.333333333333,40.57,94000,1.252,6.7,15.02,9.76,Strong Buy,9372,1.97,279114,1.79,8.62,17.71,4.68,32.16,2026-02-28,2026-02-28
Pikeville,KY,NA,Pike County,118013.8512137922,-11.68,1450,NA,17400,1.229,6.8,14.74,9.58,Strong Buy,7366,-4.66,55430,-5.16,-3.41,15.56,4.4,24.86,2026-02-28,2026-02-28
Maple Heights,OH,"Cleveland-Elyria, OH",Cuyahoga County,129851.29840031224,5.13,1591.111111111111,15.53,19093.333333333332,1.225,6.8,14.7,9.56,Strong Buy,23081,-2.34,1240594,-1.75,1.72,9.97,5.22,40.95,2026-02-28,2026-02-28
Turtle Creek,PA,"Pittsburgh, PA",Allegheny County,97203.63413430408,-4.12,1182.1666666666667,NA,14186,1.216,6.9,14.59,9.49,Strong Buy,4925,-3.66,1231814,-1.43,2.72,9.6,6.37,35.07,2026-02-28,2026-02-28
Inkster,MI,"Detroit-Warren-Dearborn, MI",Wayne County,105567.0173117688,6.69,1258.9126984126983,3.81,15106.95238095238,1.193,7,14.31,9.3,Strong Buy,25108,-3.36,1771063,-1.04,3.75,12.9,4.58,35.52,2026-02-28,2026-02-28
Muskegon Heights,MI,"Muskegon, MI",Muskegon County,84695.23530323505,-0.35,1008.0555555555557,NA,12096.666666666668,1.19,7,14.28,9.28,Strong Buy,9806,-0.99,177428,1.51,5.7,10.48,7.83,21.74,2026-02-28,2026-02-28
Cleveland,OH,"Cleveland-Elyria, OH",Cuyahoga County,113669.01234264474,-1.64,1343.892261904762,5.01,16126.707142857143,1.182,7,14.19,9.22,Strong Buy,365379,-1.74,1240594,-1.75,1.72,9.97,5.22,40.95,2026-02-28,2026-02-28
East Quogue,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,1100011.3108121452,3.97,13000,NA,156000,1.182,7.1,14.18,9.22,Strong Buy,NA,NA,1535909,0.9,2.22,11.64,3.67,18.09,2026-02-28,2026-02-28
Danville,IL,"Danville, IL",Vermilion County,73665.0656006036,-5.12,869.375,7.25,10432.5,1.18,7.1,14.16,9.21,Strong Buy,27981,-3.93,71106,-3.92,-1.21,12.23,9.41,30.76,2026-02-28,2026-02-28
East Cleveland,OH,"Cleveland-Elyria, OH",Cuyahoga County,73497.71722048933,-14.41,866.2333333333332,-0.68,10394.8,1.179,7.1,14.14,9.19,Strong Buy,13402,-2.55,1240594,-1.75,1.72,9.97,5.22,40.95,2026-02-28,2026-02-28
Park Forest,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,148861.20807389132,1.29,1741.6666666666663,NA,20899.999999999996,1.17,7.1,14.04,9.13,Strong Buy,21016,-2.78,5182617,-1.6,5.9,8.18,4.67,42.49,2026-02-28,2026-02-28
Camden,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,147319.6091667984,-3.15,1697.511111111111,1.03,20370.13333333333,1.152,7.2,13.83,8.99,Strong Buy,71749,0.01,533988,2.07,5.74,5.92,4.3,34.97,2026-02-28,2026-02-28
Ferguson,MO,"St. Louis, MO-IL",Saint Louis County,113765.15224074131,-4.63,1292.7777777777776,7.38,15513.333333333332,1.136,7.3,13.64,8.86,Strong Buy,18043,-2.38,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Riverdale,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,108793.94419006463,-3.5,1232.5,NA,14790,1.133,7.4,13.59,8.84,Strong Buy,10299,-3.02,5182617,-1.6,5.9,8.18,4.67,42.49,2026-02-28,2026-02-28
Fairfield,AL,"Birmingham-Hoover, AL",Jefferson County,90089.3213367726,-8.71,1011.25,NA,12135,1.122,7.4,13.47,8.76,Strong Buy,9524,-4.62,664744,-1.48,0.68,13.13,7.2,36.28,2026-02-28,2026-02-28
Calumet City,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,151309.26655616247,-2.77,1697.571428571429,10.65,20370.857142857145,1.122,7.4,13.46,8.75,Strong Buy,34855,-2.92,5182617,-1.6,5.9,8.18,4.67,42.49,2026-02-28,2026-02-28
Artesia,NM,"Carlsbad-Artesia, NM",Eddy County,241971.62501032837,-0.28,2714.285714285714,NA,32571.428571428572,1.122,7.4,13.46,8.75,Strong Buy,12550,-2.53,61436,-1.45,10.94,12.72,9.12,25.34,2026-02-28,2026-02-28
Alton,IL,"St. Louis, MO-IL",Madison County,100385.01827342692,2.4,1121.6666666666667,8.92,13460,1.117,7.5,13.41,8.72,Strong Buy,24967,-2.61,263017,-1.03,1.59,8.04,3.83,26.39,2026-02-28,2026-02-28
Garfield Heights,OH,"Cleveland-Elyria, OH",Cuyahoga County,131430.42096941723,2.55,1446.3412698412696,8.67,17356.095238095237,1.1,7.6,13.21,8.58,Strong Buy,29014,-2.41,1240594,-1.75,1.72,9.97,5.22,40.95,2026-02-28,2026-02-28
Ojus,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,216482.4554845749,-10.19,2345.084464555053,-0.31,28141.013574660632,1.083,7.7,13,8.45,Strong Buy,NA,NA,2838461,5.29,19.88,11.11,5.36,47.81,2026-02-28,2026-02-28
Decatur,IL,"Decatur, IL",Macon County,100880.59074275052,8.42,1089.375,7.4,13072.5,1.08,7.7,12.96,8.42,Strong Buy,68763,-3.12,100737,-2.92,1.03,12.81,13.01,30.15,2026-02-28,2026-02-28
Sandusky,OH,"Sandusky, OH",Erie County,144339.26355743213,-1.82,1500,NA,18000,1.039,8,12.47,8.11,Strong Buy,24174,-3.65,73841,-2.17,1.14,16.35,8.26,28.9,2026-02-28,2026-02-28
Elmira,NY,"Elmira, NY",Chemung County,119687.92343145814,-0.62,1218.5555555555557,NA,14622.666666666668,1.018,8.2,12.22,7.94,Strong Buy,26255,-0.22,81115,-3.06,1.55,10.8,7.19,30.16,2026-02-28,2026-02-28
Granite City,IL,"St. Louis, MO-IL",Madison County,108050.4690475106,-1.35,1093.75,NA,13125,1.012,8.2,12.15,7.9,Strong Buy,26854,-2.41,263017,-1.03,1.59,8.04,3.83,26.39,2026-02-28,2026-02-28
South Euclid,OH,"Cleveland-Elyria, OH",Cuyahoga County,175472.99199862487,1.2,1731.5,7.21,20778,0.987,8.4,11.84,7.7,Strong Buy,21363,-2.21,1240594,-1.75,1.72,9.97,5.22,40.95,2026-02-28,2026-02-28
Benton Harbor,MI,"Niles, MI",Berrien County,148188.69290985263,1.23,1450,NA,17400,0.978,8.5,11.74,7.63,Strong Buy,8848,-2.68,152703,-1.12,3.53,17.47,4.15,27.24,2026-02-28,2026-02-28
Munhall,PA,"Pittsburgh, PA",Allegheny County,142868.51334393828,2.02,1393.75,6.84,16725,0.976,8.5,11.71,7.61,Strong Buy,10371,-3.65,1231814,-1.43,2.72,9.6,6.37,35.07,2026-02-28,2026-02-28
Birmingham,AL,"Birmingham-Hoover, AL",Jefferson County,134654.90224411208,-2.89,1308.796287821002,1.2,15705.555453852025,0.972,8.6,11.66,7.58,Strong Buy,196357,-1.95,664744,-1.48,0.68,13.13,7.2,36.28,2026-02-28,2026-02-28
Kingsville,TX,"Kingsville, TX",Kleberg County,146409.391294928,3.01,1421.0833333333333,3.54,17053,0.971,8.6,11.65,7.57,Strong Buy,24884,-1.73,30442,-1.76,-1.18,15.66,6.03,46.07,2026-02-28,2026-02-28
Pontiac,MI,"Detroit-Warren-Dearborn, MI",Oakland County,133176.22878174655,2.59,1285.625,2.4,15427.5,0.965,8.6,11.58,7.53,Strong Buy,62528,1.11,1296888,1.91,10.58,5.25,6.51,27.73,2026-02-28,2026-02-28
Hazel Park,MI,"Detroit-Warren-Dearborn, MI",Oakland County,152320.77856440874,-5.03,1460.5555555555557,-0.32,17526.666666666668,0.959,8.7,11.51,7.48,Strong Buy,15064,0.78,1296888,1.91,10.58,5.25,6.51,27.73,2026-02-28,2026-02-28
Black Jack,MO,"St. Louis, MO-IL",Saint Louis County,213529.80429530935,0.26,2025,NA,24300,0.948,8.8,11.38,7.4,Strong Buy,6575,-1.01,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Bessemer,AL,"Birmingham-Hoover, AL",Jefferson County,131573.66798130513,0.18,1246.9583333333333,1.58,14963.5,0.948,8.8,11.37,7.39,Strong Buy,25079,-3.61,664744,-1.48,0.68,13.13,7.2,36.28,2026-02-28,2026-02-28
South Boston,VA,NA,Halifax County,147035.9650904639,5.51,1380,NA,16560,0.939,8.9,11.26,7.32,Strong Buy,7795,-1.86,33448,-1.41,8.85,21.34,0,29.44,2026-02-28,2026-02-28
Everman,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,215277.9119669778,-4.84,2020.8333333333333,NA,24250,0.939,8.9,11.26,7.32,Strong Buy,6347,3.42,2230708,5.41,8.74,7.08,7.73,40.64,2026-02-28,2026-02-28
Meridian,MS,"Meridian, MS",Lauderdale County,112534.72052021282,-2.4,1043.3333333333333,NA,12520,0.927,9,11.13,7.23,Strong Buy,33549,-3.79,70588,-2.87,-4.45,14.91,7.9,36.77,2026-02-28,2026-02-28
Harper Woods,MI,"Detroit-Warren-Dearborn, MI",Wayne County,150695.11035648824,3.37,1391.6555555555558,4.57,16699.86666666667,0.923,9,11.08,7.2,Strong Buy,14936,-3.23,1771063,-1.04,3.75,12.9,4.58,35.52,2026-02-28,2026-02-28
Eastpointe,MI,"Detroit-Warren-Dearborn, MI",Macomb County,150544.52044556124,5.11,1387.3333333333333,3.32,16648,0.922,9,11.06,7.19,Strong Buy,33943,-0.92,886175,0.67,8.17,4.12,3.23,25.04,2026-02-28,2026-02-28
Pembroke Park,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,251016.383930761,-6.43,2300,NA,27600,0.916,9.1,11,7.15,Strong Buy,6544,4.8,2037472,4.84,14.84,13.18,6.08,36.74,2026-02-28,2026-02-28
Chickasha,OK,"Oklahoma City, OK",Grady County,152316.09283958876,6.57,1393.3333333333333,NA,16720,0.915,9.1,10.98,7.14,Strong Buy,17014,5.92,58353,6.32,15.27,11.97,6.66,24.72,2026-02-28,2026-02-28
Baltimore,MD,"Baltimore-Columbia-Towson, MD",Baltimore City,187545.41328131573,-1.12,1708.269814136827,2.18,20499.237769641924,0.911,9.1,10.93,7.1,Strong Buy,568271,-2.56,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Steger,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,164976.06282253846,-2.48,1500,NA,18000,0.909,9.2,10.91,7.09,Strong Buy,9376,-2.11,5182617,-1.6,5.9,8.18,4.67,42.49,2026-02-28,2026-02-28
Rock Island,IL,"Davenport-Moline-Rock Island, IA-IL",Rock Island County,122020.36315523618,2.89,1106.6666666666667,5.92,13280,0.907,9.2,10.88,7.07,Strong Buy,36434,-1.56,142731,-1.13,6.16,8.32,6.67,31.37,2026-02-28,2026-02-28
Hampton Bays,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,915442.5782328924,5.13,8296.222222222223,17.2,99554.66666666669,0.906,9.2,10.88,7.07,Strong Buy,NA,NA,1535909,0.9,2.22,11.64,3.67,18.09,2026-02-28,2026-02-28
Verona,PA,"Pittsburgh, PA",Allegheny County,163234.3003075884,2.25,1476.2777777777776,NA,17715.333333333332,0.904,9.2,10.85,7.05,Strong Buy,2403,-3.65,1231814,-1.43,2.72,9.6,6.37,35.07,2026-02-28,2026-02-28
Atlantic City,NJ,"Atlantic City-Hammonton, NJ",Atlantic County,213186.1295826639,1.21,1925.390476190476,4.36,23104.68571428571,0.903,9.2,10.84,7.04,Strong Buy,38959,1.41,279114,1.79,8.62,17.71,4.68,32.16,2026-02-28,2026-02-28
Matteson,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,261213.87400862432,3.5,2359.166666666667,NA,28310.000000000004,0.903,9.2,10.84,7.04,Strong Buy,18566,-2.39,5182617,-1.6,5.9,8.18,4.67,42.49,2026-02-28,2026-02-28
Redford,MI,"Detroit-Warren-Dearborn, MI",Wayne County,169230.63622026067,1.3,1525.3968253968253,1.1,18304.761904761905,0.901,9.2,10.82,7.03,Strong Buy,NA,NA,1771063,-1.04,3.75,12.9,4.58,35.52,2026-02-28,2026-02-28
Bay Minette,AL,"Daphne-Fairhope-Foley, AL",Baldwin County,205931.82471102747,-2.68,1850,NA,22200,0.898,9.3,10.78,7.01,Strong Buy,8505,4.74,261608,12.16,29.22,26.36,33.41,22.46,2026-02-28,2026-02-28
Peoria,IL,"Peoria, IL",Peoria County,127844.1717041792,7.82,1141.8871345029238,5.78,13702.645614035086,0.893,9.3,10.72,6.97,Strong Buy,111696,-1.1,179630,-1.04,4.71,9.32,7.26,33.01,2026-02-28,2026-02-28
Trotwood,OH,"Dayton-Kettering, OH",Montgomery County,131912.44359573792,7.9,1178.75,NA,14145,0.894,9.3,10.72,6.97,Strong Buy,23073,-0.03,537443,0.06,5.01,8.84,4.22,37.67,2026-02-28,2026-02-28
Montgomery,AL,"Montgomery, AL",Montgomery County,147533.17500665595,0.49,1316.6671121232098,3.69,15800.005345478516,0.892,9.3,10.71,6.96,Strong Buy,195818,-2.11,225894,-1.08,-2.72,14.19,7.21,42.3,2026-02-28,2026-02-28
Center Point,AL,"Birmingham-Hoover, AL",Jefferson County,149044.3310115403,0.49,1322.6984126984123,2.58,15872.380952380949,0.887,9.4,10.65,6.92,Strong Buy,15603,-4.41,664744,-1.48,0.68,13.13,7.2,36.28,2026-02-28,2026-02-28
Dayton,OH,"Dayton-Kettering, OH",Montgomery County,133852.1705585318,1.38,1186.0854096520764,3.3,14233.024915824915,0.886,9.4,10.63,6.91,Strong Buy,136346,-0.88,537443,0.06,5.01,8.84,4.22,37.67,2026-02-28,2026-02-28
Hopkins,SC,"Columbia, SC",Richland County,195397.3571779662,0.58,1730.75,NA,20769,0.886,9.4,10.63,6.91,Strong Buy,NA,NA,430651,3.6,10.35,10.74,5.98,39.63,2026-02-28,2026-02-28
Deerfield Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,271100.6286372599,-7.63,2399.424590734936,1.1,28793.09508881923,0.885,9.4,10.62,6.9,Strong Buy,90507,4.3,2037472,4.84,14.84,13.18,6.08,36.74,2026-02-28,2026-02-28
Dayton,KY,"Cincinnati, OH-KY-IN",Campbell County,195123.2846516735,0.84,1722.5833333333333,5.86,20671,0.883,9.4,10.59,6.89,Strong Buy,5854,3.39,94008,0.94,0.59,6.11,5.78,28.97,2026-02-28,2026-02-28
Bluefield,WV,"Bluefield, WV-VA",Mercer County,104388.5592029199,-11.34,920.3333333333331,NA,11043.999999999998,0.882,9.5,10.58,6.88,Strong Buy,9157,-4.69,57524,-3.35,-1.29,16.84,4.21,30.26,2026-02-28,2026-02-28
Westlake,LA,"Lake Charles, LA",Calcasieu Parish,179362.60963256177,5.44,1577.7777777777776,NA,18933.333333333332,0.88,9.5,10.56,6.86,Strong Buy,4735,-4.42,206861,-4.45,9.82,18.49,13.5,27.76,2026-02-28,2026-02-28
Woodlawn,OH,"Cincinnati, OH-KY-IN",Hamilton County,188754.3724227217,0.83,1660.888888888889,NA,19930.666666666668,0.88,9.5,10.56,6.86,Strong Buy,3913,0.13,837359,0.84,4.18,7.42,4.2,41.01,2026-02-28,2026-02-28
Port Arthur,TX,"Beaumont-Port Arthur, TX",Jefferson County,124352.8613400928,-0.12,1090.4,11.04,13084.8,0.877,9.5,10.52,6.84,Strong Buy,55799,-0.38,253948,-0.87,-0.33,14.36,5.93,38.16,2026-02-28,2026-02-28
Bradley,IL,"Kankakee, IL",Kankakee County,176671.8868118803,3.62,1543.75,NA,18525,0.874,9.5,10.49,6.82,Strong Buy,15298,-0.55,106410,-0.92,0.69,9.91,3.26,31.23,2026-02-28,2026-02-28
Norland,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,221032.71438119383,-7.07,1931.6666666666667,NA,23180,0.874,9.5,10.49,6.82,Strong Buy,NA,NA,2838461,5.29,19.88,11.11,5.36,47.81,2026-02-28,2026-02-28
Niles,OH,"Youngstown-Warren-Boardman, OH-PA",Trumbull County,126994.68918257851,7.16,1108,NA,13296,0.872,9.6,10.47,6.81,Strong Buy,18238,-0.98,200300,-0.69,3.66,8.86,6.18,28.5,2026-02-28,2026-02-28
Euclid,OH,"Cleveland-Elyria, OH",Cuyahoga County,142052.37342223246,3.37,1238.2906746031747,4.21,14859.488095238095,0.872,9.6,10.46,6.8,Strong Buy,48421,-2.35,1240594,-1.75,1.72,9.97,5.22,40.95,2026-02-28,2026-02-28
Moss Point,MS,"Gulfport-Biloxi, MS",Jackson County,146989.55461481246,-2.78,1281.25,NA,15375,0.872,9.6,10.46,6.8,Strong Buy,11791,-2.75,147002,2.53,6.19,9.47,10.9,28.03,2026-02-28,2026-02-28
Bacliff,TX,"Houston-The Woodlands-Sugar Land, TX",Galveston County,213287.85611769263,0.82,1858.3333333333333,NA,22300,0.871,9.6,10.46,6.8,Strong Buy,NA,NA,367407,4.49,11.39,13,8.22,32.51,2026-02-28,2026-02-28
Shreveport,LA,"Shreveport-Bossier City, LA",Caddo Parish,134460.63630788785,-2.79,1169.8844293272866,2.67,14038.61315192744,0.87,9.6,10.44,6.79,Strong Buy,176578,-5.47,224893,-5.07,-5.18,15.68,9.02,39.35,2026-02-28,2026-02-28
Hazelwood,MO,"St. Louis, MO-IL",Saint Louis County,154760.54462917216,0.13,1346.5277777777776,3.46,16158.333333333332,0.87,9.6,10.44,6.79,Strong Buy,24951,-1.82,NA,NA,NA,NA,NA,NA,2026-02-28,2026-02-28
Big Spring,TX,"Big Spring, TX",Howard County,138938.65442849902,3.51,1207.2222222222224,NA,14486.666666666668,0.869,9.6,10.43,6.78,Strong Buy,22541,-14.19,30833,-11.42,5.9,14.8,7.86,31.37,2026-02-28,2026-02-28
Liverpool,NY,"Syracuse, NY",Onondaga County,273199.4394595628,6.27,2364.3888888888887,6.54,28372.666666666664,0.865,9.6,10.39,6.75,Strong Buy,2257,-1.78,469812,-0.93,1.17,7.9,4.94,34.34,2026-02-28,2026-02-28
